,label,label_le
298,chickpea,3
299,chickpea,3
300,kidneybeans,9
301,kidneybeans,9
302,kidneybeans,9
303,kidneybeans,9
304,kidneybeans,9
305,kidneybeans,9
306,kidneybeans,9
307,kidneybeans,9
308,kidneybeans,9
309,kidneybeans,9
310,kidneybeans,9
311,kidneybeans,9
312,kidneybeans,9
313,kidneybeans,9
314,kidneybeans,9
315,kidneybeans,9
316,kidneybeans,9
317,kidneybeans,9
318,kidneybeans,9
319,kidneybeans,9
320,kidneybeans,9
321,kidneybeans,9
322,kidneybeans,9
323,kidneybeans,9
324,kidneybeans,9
325,kidneybeans,9
326,kidneybeans,9
327,kidneybeans,9
328,kidneybeans,9
329,kidneybeans,9
330,kidneybeans,9
331,kidneybeans,9
332,kidneybeans,9
333,kidneybeans,9
334,kidneybeans,9
335,kidneybeans,9
336,kidneybeans,9
337,kidneybeans,9
338,kidneybeans,9
339,kidneybeans,9
340,kidneybeans,9
341,kidneybeans,9
342,kidneybeans,9
343,kidneybeans,9
344,kidneybeans,9
345,kidneybeans,9
346,kidneybeans,9
347,kidneybeans,9
348,kidneybeans,9
349,kidneybeans,9
350,kidneybeans,9
351,kidneybeans,9
352,kidneybeans,9
353,kidneybeans,9
354,kidneybeans,9
355,kidneybeans,9
356,kidneybeans,9
357,kidneybeans,9
358,kidneybeans,9
359,kidneybeans,9
360,kidneybeans,9
361,kidneybeans,9
362,kidneybeans,9
363,kidneybeans,9
364,kidneybeans,9
365,kidneybeans,9
366,kidneybeans,9
367,kidneybeans,9
368,kidneybeans,9
369,kidneybeans,9
370,kidneybeans,9
371,kidneybeans,9
372,kidneybeans,9
373,kidneybeans,9
374,kidneybeans,9
375,kidneybeans,9
376,kidneybeans,9
377,kidneybeans,9
378,kidneybeans,9
379,kidneybeans,9
380,kidneybeans,9
381,kidneybeans,9
382,kidneybeans,9
383,kidneybeans,9
384,kidneybeans,9
385,kidneybeans,9
386,kidneybeans,9
387,kidneybeans,9
388,kidneybeans,9
389,kidneybeans,9
390,kidneybeans,9
391,kidneybeans,9
392,kidneybeans,9
393,kidneybeans,9
394,kidneybeans,9
395,kidneybeans,9
396,kidneybeans,9
397,kidneybeans,9
398,kidneybeans,9
399,kidneybeans,9
400,pigeonpeas,18
401,pigeonpeas,18
402,pigeonpeas,18
403,pigeonpeas,18
404,pigeonpeas,18
405,pigeonpeas,18
406,pigeonpeas,18
407,pigeonpeas,18
408,pigeonpeas,18
409,pigeonpeas,18
410,pigeonpeas,18
411,pigeonpeas,18
412,pigeonpeas,18
413,pigeonpeas,18
414,pigeonpeas,18
415,pigeonpeas,18
416,pigeonpeas,18
417,pigeonpeas,18
418,pigeonpeas,18
419,pigeonpeas,18
420,pigeonpeas,18
421,pigeonpeas,18
422,pigeonpeas,18
423,pigeonpeas,18
424,pigeonpeas,18
425,pigeonpeas,18
426,pigeonpeas,18
427,pigeonpeas,18
428,pigeonpeas,18
429,pigeonpeas,18
430,pigeonpeas,18
431,pigeonpeas,18
432,pigeonpeas,18
433,pigeonpeas,18
434,pigeonpeas,18
435,pigeonpeas,18
436,pigeonpeas,18
437,pigeonpeas,18
438,pigeonpeas,18
439,pigeonpeas,18
440,pigeonpeas,18
441,pigeonpeas,18
442,pigeonpeas,18
443,pigeonpeas,18
444,pigeonpeas,18
445,pigeonpeas,18
446,pigeonpeas,18
447,pigeonpeas,18
448,pigeonpeas,18
449,pigeonpeas,18
450,pigeonpeas,18
451,pigeonpeas,18
452,pigeonpeas,18
453,pigeonpeas,18
454,pigeonpeas,18
455,pigeonpeas,18
456,pigeonpeas,18
457,pigeonpeas,18
458,pigeonpeas,18
459,pigeonpeas,18
460,pigeonpeas,18
461,pigeonpeas,18
462,pigeonpeas,18
463,pigeonpeas,18
464,pigeonpeas,18
465,pigeonpeas,18
466,pigeonpeas,18
467,pigeonpeas,18
468,pigeonpeas,18
469,pigeonpeas,18
470,pigeonpeas,18
471,pigeonpeas,18
472,pigeonpeas,18
473,pigeonpeas,18
474,pigeonpeas,18
475,pigeonpeas,18
476,pigeonpeas,18
477,pigeonpeas,18
478,pigeonpeas,18
479,pigeonpeas,18
480,pigeonpeas,18
481,pigeonpeas,18
482,pigeonpeas,18
483,pigeonpeas,18
484,pigeonpeas,18
485,pigeonpeas,18
486,pigeonpeas,18
487,pigeonpeas,18
488,pigeonpeas,18
489,pigeonpeas,18
490,pigeonpeas,18
491,pigeonpeas,18
492,pigeonpeas,18
493,pigeonpeas,18
494,pigeonpeas,18
495,pigeonpeas,18
496,pigeonpeas,18
497,pigeonpeas,18
498,pigeonpeas,18
499,pigeonpeas,18
500,mothbeans,13
501,mothbeans,13
502,mothbeans,13
503,mothbeans,13
504,mothbeans,13
505,mothbeans,13
506,mothbeans,13
507,mothbeans,13
508,mothbeans,13
509,mothbeans,13
510,mothbeans,13
511,mothbeans,13
512,mothbeans,13
513,mothbeans,13
514,mothbeans,13
515,mothbeans,13
516,mothbeans,13
517,mothbeans,13
518,mothbeans,13
519,mothbeans,13
520,mothbeans,13
521,mothbeans,13
522,mothbeans,13
523,mothbeans,13
524,mothbeans,13
525,mothbeans,13
526,mothbeans,13
527,mothbeans,13
528,mothbeans,13
529,mothbeans,13
530,mothbeans,13
531,mothbeans,13
532,mothbeans,13
533,mothbeans,13
534,mothbeans,13
535,mothbeans,13
536,mothbeans,13
537,mothbeans,13
538,mothbeans,13
539,mothbeans,13
540,mothbeans,13
541,mothbeans,13
542,mothbeans,13
543,mothbeans,13
544,mothbeans,13
545,mothbeans,13
546,mothbeans,13
547,mothbeans,13
548,mothbeans,13
549,mothbeans,13
550,mothbeans,13
551,mothbeans,13
552,mothbeans,13
553,mothbeans,13
554,mothbeans,13
555,mothbeans,13
556,mothbeans,13
557,mothbeans,13
558,mothbeans,13
559,mothbeans,13
560,mothbeans,13
561,mothbeans,13
562,mothbeans,13
563,mothbeans,13
564,mothbeans,13
565,mothbeans,13
566,mothbeans,13
567,mothbeans,13
568,mothbeans,13
569,mothbeans,13
570,mothbeans,13
571,mothbeans,13
572,mothbeans,13
573,mothbeans,13
574,mothbeans,13
575,mothbeans,13
576,mothbeans,13
577,mothbeans,13
578,mothbeans,13
579,mothbeans,13
580,mothbeans,13
581,mothbeans,13
582,mothbeans,13
583,mothbeans,13
584,mothbeans,13
585,mothbeans,13
586,mothbeans,13
587,mothbeans,13
588,mothbeans,13
589,mothbeans,13
590,mothbeans,13
591,mothbeans,13
592,mothbeans,13
593,mothbeans,13
594,mothbeans,13
595,mothbeans,13
596,mothbeans,13
597,mothbeans,13
598,mothbeans,13
599,mothbeans,13
600,mungbean,14
601,mungbean,14
602,mungbean,14
603,mungbean,14
604,mungbean,14
605,mungbean,14
606,mungbean,14
607,mungbean,14
608,mungbean,14
609,mungbean,14
610,mungbean,14
611,mungbean,14
612,mungbean,14
613,mungbean,14
614,mungbean,14
615,mungbean,14
616,mungbean,14
617,mungbean,14
618,mungbean,14
619,mungbean,14
620,mungbean,14
621,mungbean,14
622,mungbean,14
623,mungbean,14
624,mungbean,14
625,mungbean,14
626,mungbean,14
627,mungbean,14
628,mungbean,14
629,mungbean,14
630,mungbean,14
631,mungbean,14
632,mungbean,14
633,mungbean,14
634,mungbean,14
635,mungbean,14
636,mungbean,14
637,mungbean,14
638,mungbean,14
639,mungbean,14
640,mungbean,14
641,mungbean,14
642,mungbean,14
643,mungbean,14
644,mungbean,14
645,mungbean,14
646,mungbean,14
647,mungbean,14
648,mungbean,14
649,mungbean,14
650,mungbean,14
651,mungbean,14
652,mungbean,14
653,mungbean,14
654,mungbean,14
655,mungbean,14
656,mungbean,14
657,mungbean,14
658,mungbean,14
659,mungbean,14
660,mungbean,14
661,mungbean,14
662,mungbean,14
663,mungbean,14
664,mungbean,14
665,mungbean,14
666,mungbean,14
667,mungbean,14
668,mungbean,14
669,mungbean,14
670,mungbean,14
671,mungbean,14
672,mungbean,14
673,mungbean,14
674,mungbean,14
675,mungbean,14
676,mungbean,14
677,mungbean,14
678,mungbean,14
679,mungbean,14
680,mungbean,14
681,mungbean,14
682,mungbean,14
683,mungbean,14
684,mungbean,14
685,mungbean,14
686,mungbean,14
687,mungbean,14
688,mungbean,14
689,mungbean,14
690,mungbean,14
691,mungbean,14
692,mungbean,14
693,mungbean,14
694,mungbean,14
695,mungbean,14
696,mungbean,14
697,mungbean,14
698,mungbean,14
699,mungbean,14
700,blackgram,2
701,blackgram,2
702,blackgram,2
703,blackgram,2
704,blackgram,2
705,blackgram,2
706,blackgram,2
707,blackgram,2
708,blackgram,2
709,blackgram,2
710,blackgram,2
711,blackgram,2
712,blackgram,2
713,blackgram,2
714,blackgram,2
715,blackgram,2
716,blackgram,2
717,blackgram,2
718,blackgram,2
719,blackgram,2
720,blackgram,2
721,blackgram,2
722,blackgram,2
723,blackgram,2
724,blackgram,2
725,blackgram,2
726,blackgram,2
727,blackgram,2
728,blackgram,2
729,blackgram,2
730,blackgram,2
731,blackgram,2
732,blackgram,2
733,blackgram,2
734,blackgram,2
735,blackgram,2
736,blackgram,2
737,blackgram,2
738,blackgram,2
739,blackgram,2
740,blackgram,2
741,blackgram,2
742,blackgram,2
743,blackgram,2
744,blackgram,2
745,blackgram,2
746,blackgram,2
747,blackgram,2
748,blackgram,2
749,blackgram,2
750,blackgram,2
751,blackgram,2
752,blackgram,2
753,blackgram,2
754,blackgram,2
755,blackgram,2
756,blackgram,2
757,blackgram,2
758,blackgram,2
759,blackgram,2
760,blackgram,2
761,blackgram,2
762,blackgram,2
763,blackgram,2
764,blackgram,2
765,blackgram,2
766,blackgram,2
767,blackgram,2
768,blackgram,2
769,blackgram,2
770,blackgram,2
771,blackgram,2
772,blackgram,2
773,blackgram,2
774,blackgram,2
775,blackgram,2
776,blackgram,2
777,blackgram,2
778,blackgram,2
779,blackgram,2
780,blackgram,2
781,blackgram,2
782,blackgram,2
783,blackgram,2
784,blackgram,2
785,blackgram,2
786,blackgram,2
787,blackgram,2
788,blackgram,2
789,blackgram,2
790,blackgram,2
791,blackgram,2
792,blackgram,2
793,blackgram,2
794,blackgram,2
795,blackgram,2
796,blackgram,2
797,blackgram,2
798,blackgram,2
799,blackgram,2
800,lentil,10
801,lentil,10
802,lentil,10
803,lentil,10
804,lentil,10
805,lentil,10
806,lentil,10
807,lentil,10
808,lentil,10
809,lentil,10
810,lentil,10
811,lentil,10
812,lentil,10
813,lentil,10
814,lentil,10
815,lentil,10
816,lentil,10
817,lentil,10
818,lentil,10
819,lentil,10
820,lentil,10
821,lentil,10
822,lentil,10
823,lentil,10
824,lentil,10
825,lentil,10
826,lentil,10
827,lentil,10
828,lentil,10
829,lentil,10
830,lentil,10
831,lentil,10
832,lentil,10
833,lentil,10
834,lentil,10
835,lentil,10
836,lentil,10
837,lentil,10
838,lentil,10
839,lentil,10
840,lentil,10
841,lentil,10
842,lentil,10
843,lentil,10
844,lentil,10
845,lentil,10
846,lentil,10
847,lentil,10
848,lentil,10
849,lentil,10
850,lentil,10
851,lentil,10
852,lentil,10
853,lentil,10
854,lentil,10
855,lentil,10
856,lentil,10
857,lentil,10
858,lentil,10
859,lentil,10
860,lentil,10
861,lentil,10
862,lentil,10
863,lentil,10
864,lentil,10
865,lentil,10
866,lentil,10
867,lentil,10
868,lentil,10
869,lentil,10
870,lentil,10
871,lentil,10
872,lentil,10
873,lentil,10
874,lentil,10
875,lentil,10
876,lentil,10
877,lentil,10
878,lentil,10
879,lentil,10
880,lentil,10
881,lentil,10
882,lentil,10
883,lentil,10
884,lentil,10
885,lentil,10
886,lentil,10
887,lentil,10
888,lentil,10
889,lentil,10
890,lentil,10
891,lentil,10
892,lentil,10
893,lentil,10
894,lentil,10
895,lentil,10
896,lentil,10
897,lentil,10
898,lentil,10
899,lentil,10
900,pomegranate,19
901,pomegranate,19
902,pomegranate,19
903,pomegranate,19
904,pomegranate,19
905,pomegranate,19
906,pomegranate,19
907,pomegranate,19
908,pomegranate,19
909,pomegranate,19
910,pomegranate,19
911,pomegranate,19
912,pomegranate,19
913,pomegranate,19
914,pomegranate,19
915,pomegranate,19
916,pomegranate,19
917,pomegranate,19
918,pomegranate,19
919,pomegranate,19
920,pomegranate,19
921,pomegranate,19
922,pomegranate,19
923,pomegranate,19
924,pomegranate,19
925,pomegranate,19
926,pomegranate,19
927,pomegranate,19
928,pomegranate,19
929,pomegranate,19
930,pomegranate,19
931,pomegranate,19
932,pomegranate,19
933,pomegranate,19
934,pomegranate,19
935,pomegranate,19
936,pomegranate,19
937,pomegranate,19
938,pomegranate,19
939,pomegranate,19
940,pomegranate,19
941,pomegranate,19
942,pomegranate,19
943,pomegranate,19
944,pomegranate,19
945,pomegranate,19
946,pomegranate,19
947,pomegranate,19
948,pomegranate,19
949,pomegranate,19
950,pomegranate,19
951,pomegranate,19
952,pomegranate,19
953,pomegranate,19
954,pomegranate,19
955,pomegranate,19
956,pomegranate,19
957,pomegranate,19
958,pomegranate,19
959,pomegranate,19
960,pomegranate,19
961,pomegranate,19
962,pomegranate,19
963,pomegranate,19
964,pomegranate,19
965,pomegranate,19
966,pomegranate,19
967,pomegranate,19
968,pomegranate,19
969,pomegranate,19
970,pomegranate,19
971,pomegranate,19
972,pomegranate,19
973,pomegranate,19
974,pomegranate,19
975,pomegranate,19
976,pomegranate,19
977,pomegranate,19
978,pomegranate,19
979,pomegranate,19
980,pomegranate,19
981,pomegranate,19
982,pomegranate,19
983,pomegranate,19
984,pomegranate,19
985,pomegranate,19
986,pomegranate,19
987,pomegranate,19
988,pomegranate,19
989,pomegranate,19
990,pomegranate,19
991,pomegranate,19
992,pomegranate,19
993,pomegranate,19
994,pomegranate,19
995,pomegranate,19
996,pomegranate,19
997,pomegranate,19
998,pomegranate,19
999,pomegranate,19
1000,banana,1
1001,banana,1
1002,banana,1
1003,banana,1
1004,banana,1
1005,banana,1
1006,banana,1
1007,banana,1
1008,banana,1
1009,banana,1
1010,banana,1
1011,banana,1
1012,banana,1
1013,banana,1
1014,banana,1
1015,banana,1
1016,banana,1
1017,banana,1
1018,banana,1
1019,banana,1
1020,banana,1
1021,banana,1
1022,banana,1
1023,banana,1
1024,banana,1
1025,banana,1
1026,banana,1
1027,banana,1
1028,banana,1
1029,banana,1
1030,banana,1
1031,banana,1
1032,banana,1
1033,banana,1
1034,banana,1
1035,banana,1
1036,banana,1
1037,banana,1
1038,banana,1
1039,banana,1
1040,banana,1
1041,banana,1
1042,banana,1
1043,banana,1
1044,banana,1
1045,banana,1
1046,banana,1
1047,banana,1
1048,banana,1
1049,banana,1
1050,banana,1
1051,banana,1
1052,banana,1
1053,banana,1
1054,banana,1
1055,banana,1
1056,banana,1
1057,banana,1
1058,banana,1
1059,banana,1
1060,banana,1
1061,banana,1
1062,banana,1
1063,banana,1
1064,banana,1
1065,banana,1
1066,banana,1
1067,banana,1
1068,banana,1
1069,banana,1
1070,banana,1
1071,banana,1
1072,banana,1
1073,banana,1
1074,banana,1
1075,banana,1
1076,banana,1
1077,banana,1
1078,banana,1
1079,banana,1
1080,banana,1
1081,banana,1
1082,banana,1
1083,banana,1
1084,banana,1
1085,banana,1
1086,banana,1
1087,banana,1
1088,banana,1
1089,banana,1
1090,banana,1
1091,banana,1
1092,banana,1
1093,banana,1
1094,banana,1
1095,banana,1
1096,banana,1
1097,banana,1
1098,banana,1
1099,banana,1
1100,mango,12
1101,mango,12
1102,mango,12
1103,mango,12
1104,mango,12
1105,mango,12
1106,mango,12
1107,mango,12
1108,mango,12
1109,mango,12
1110,mango,12
1111,mango,12
1112,mango,12
1113,mango,12
1114,mango,12
1115,mango,12
1116,mango,12
1117,mango,12
1118,mango,12
1119,mango,12
1120,mango,12
1121,mango,12
1122,mango,12
1123,mango,12
1124,mango,12
1125,mango,12
1126,mango,12
1127,mango,12
1128,mango,12
1129,mango,12
1130,mango,12
1131,mango,12
1132,mango,12
1133,mango,12
1134,mango,12
1135,mango,12
1136,mango,12
1137,mango,12
1138,mango,12
1139,mango,12
1140,mango,12
1141,mango,12
1142,mango,12
1143,mango,12
1144,mango,12
1145,mango,12
1146,mango,12
1147,mango,12
1148,mango,12
1149,mango,12
1150,mango,12
1151,mango,12
1152,mango,12
1153,mango,12
1154,mango,12
1155,mango,12
1156,mango,12
1157,mango,12
1158,mango,12
1159,mango,12
1160,mango,12
1161,mango,12
1162,mango,12
1163,mango,12
1164,mango,12
1165,mango,12
1166,mango,12
1167,mango,12
1168,mango,12
1169,mango,12
1170,mango,12
1171,mango,12
1172,mango,12
1173,mango,12
1174,mango,12
1175,mango,12
1176,mango,12
1177,mango,12
1178,mango,12
1179,mango,12
1180,mango,12
1181,mango,12
1182,mango,12
1183,mango,12
1184,mango,12
1185,mango,12
1186,mango,12
1187,mango,12
1188,mango,12
1189,mango,12
1190,mango,12
1191,mango,12
1192,mango,12
1193,mango,12
1194,mango,12
1195,mango,12
1196,mango,12
1197,mango,12
1198,mango,12
1199,mango,12
1200,grapes,7
1201,grapes,7
1202,grapes,7
1203,grapes,7
1204,grapes,7
1205,grapes,7
1206,grapes,7
1207,grapes,7
1208,grapes,7
1209,grapes,7
1210,grapes,7
1211,grapes,7
1212,grapes,7
1213,grapes,7
1214,grapes,7
1215,grapes,7
1216,grapes,7
1217,grapes,7
1218,grapes,7
1219,grapes,7
1220,grapes,7
1221,grapes,7
1222,grapes,7
1223,grapes,7
1224,grapes,7
1225,grapes,7
1226,grapes,7
1227,grapes,7
1228,grapes,7
1229,grapes,7
1230,grapes,7
1231,grapes,7
1232,grapes,7
1233,grapes,7
1234,grapes,7
1235,grapes,7
1236,grapes,7
1237,grapes,7
1238,grapes,7
1239,grapes,7
1240,grapes,7
1241,grapes,7
1242,grapes,7
1243,grapes,7
1244,grapes,7
1245,grapes,7
1246,grapes,7
1247,grapes,7
1248,grapes,7
1249,grapes,7
1250,grapes,7
1251,grapes,7
1252,grapes,7
1253,grapes,7
1254,grapes,7
1255,grapes,7
1256,grapes,7
1257,grapes,7
1258,grapes,7
1259,grapes,7
1260,grapes,7
1261,grapes,7
1262,grapes,7
1263,grapes,7
1264,grapes,7
1265,grapes,7
1266,grapes,7
1267,grapes,7
1268,grapes,7
1269,grapes,7
1270,grapes,7
1271,grapes,7
1272,grapes,7
1273,grapes,7
1274,grapes,7
1275,grapes,7
1276,grapes,7
1277,grapes,7
1278,grapes,7
1279,grapes,7
1280,grapes,7
1281,grapes,7
1282,grapes,7
1283,grapes,7
1284,grapes,7
1285,grapes,7
1286,grapes,7
1287,grapes,7
1288,grapes,7
1289,grapes,7
1290,grapes,7
1291,grapes,7
1292,grapes,7
1293,grapes,7
1294,grapes,7
1295,grapes,7
1296,grapes,7
1297,grapes,7
1298,grapes,7
1299,grapes,7
1300,watermelon,21
1301,watermelon,21
1302,watermelon,21
1303,watermelon,21
1304,watermelon,21
1305,watermelon,21
1306,watermelon,21
1307,watermelon,21
1308,watermelon,21
1309,watermelon,21
1310,watermelon,21
1311,watermelon,21
1312,watermelon,21
1313,watermelon,21
1314,watermelon,21
1315,watermelon,21
1316,watermelon,21
1317,watermelon,21
1318,watermelon,21
1319,watermelon,21
1320,watermelon,21
1321,watermelon,21
1322,watermelon,21
1323,watermelon,21
1324,watermelon,21
1325,watermelon,21
1326,watermelon,21
1327,watermelon,21
1328,watermelon,21
1329,watermelon,21
1330,watermelon,21
1331,watermelon,21
1332,watermelon,21
1333,watermelon,21
1334,watermelon,21
1335,watermelon,21
1336,watermelon,21
1337,watermelon,21
1338,watermelon,21
1339,watermelon,21
1340,watermelon,21
1341,watermelon,21
1342,watermelon,21
1343,watermelon,21
1344,watermelon,21
1345,watermelon,21
1346,watermelon,21
1347,watermelon,21
1348,watermelon,21
1349,watermelon,21
1350,watermelon,21
1351,watermelon,21
1352,watermelon,21
1353,watermelon,21
1354,watermelon,21
1355,watermelon,21
1356,watermelon,21
1357,watermelon,21
1358,watermelon,21
1359,watermelon,21
1360,watermelon,21
1361,watermelon,21
1362,watermelon,21
1363,watermelon,21
1364,watermelon,21
1365,watermelon,21
1366,watermelon,21
1367,watermelon,21
1368,watermelon,21
1369,watermelon,21
1370,watermelon,21
1371,watermelon,21
1372,watermelon,21
1373,watermelon,21
1374,watermelon,21
1375,watermelon,21
1376,watermelon,21
1377,watermelon,21
1378,watermelon,21
1379,watermelon,21
1380,watermelon,21
1381,watermelon,21
1382,watermelon,21
1383,watermelon,21
1384,watermelon,21
1385,watermelon,21
1386,watermelon,21
1387,watermelon,21
1388,watermelon,21
1389,watermelon,21
1390,watermelon,21
1391,watermelon,21
1392,watermelon,21
1393,watermelon,21
1394,watermelon,21
1395,watermelon,21
1396,watermelon,21
1397,watermelon,21
1398,watermelon,21
1399,watermelon,21
1400,muskmelon,15
1401,muskmelon,15
1402,muskmelon,15
1403,muskmelon,15
1404,muskmelon,15
1405,muskmelon,15
1406,muskmelon,15
1407,muskmelon,15
1408,muskmelon,15
1409,muskmelon,15
1410,muskmelon,15
1411,muskmelon,15
1412,muskmelon,15
1413,muskmelon,15
1414,muskmelon,15
1415,muskmelon,15
1416,muskmelon,15
1417,muskmelon,15
1418,muskmelon,15
1419,muskmelon,15
1420,muskmelon,15
1421,muskmelon,15
1422,muskmelon,15
1423,muskmelon,15
1424,muskmelon,15
1425,muskmelon,15
1426,muskmelon,15
1427,muskmelon,15
1428,muskmelon,15
1429,muskmelon,15
1430,muskmelon,15
1431,muskmelon,15
1432,muskmelon,15
1433,muskmelon,15
1434,muskmelon,15
1435,muskmelon,15
1436,muskmelon,15
1437,muskmelon,15
1438,muskmelon,15
1439,muskmelon,15
1440,muskmelon,15
1441,muskmelon,15
1442,muskmelon,15
1443,muskmelon,15
1444,muskmelon,15
1445,muskmelon,15
1446,muskmelon,15
1447,muskmelon,15
1448,muskmelon,15
1449,muskmelon,15
1450,muskmelon,15
1451,muskmelon,15
1452,muskmelon,15
1453,muskmelon,15
1454,muskmelon,15
1455,muskmelon,15
1456,muskmelon,15
1457,muskmelon,15
1458,muskmelon,15
1459,muskmelon,15
1460,muskmelon,15
1461,muskmelon,15
1462,muskmelon,15
1463,muskmelon,15
1464,muskmelon,15
1465,muskmelon,15
1466,muskmelon,15
1467,muskmelon,15
1468,muskmelon,15
1469,muskmelon,15
1470,muskmelon,15
1471,muskmelon,15
1472,muskmelon,15
1473,muskmelon,15
1474,muskmelon,15
1475,muskmelon,15
1476,muskmelon,15
1477,muskmelon,15
1478,muskmelon,15
1479,muskmelon,15
1480,muskmelon,15
1481,muskmelon,15
1482,muskmelon,15
1483,muskmelon,15
1484,muskmelon,15
1485,muskmelon,15
1486,muskmelon,15
1487,muskmelon,15
1488,muskmelon,15
1489,muskmelon,15
1490,muskmelon,15
1491,muskmelon,15
1492,muskmelon,15
1493,muskmelon,15
1494,muskmelon,15
1495,muskmelon,15
1496,muskmelon,15
1497,muskmelon,15
1498,muskmelon,15
1499,muskmelon,15
1500,apple,0
1501,apple,0
1502,apple,0
1503,apple,0
1504,apple,0
1505,apple,0
1506,apple,0
1507,apple,0
1508,apple,0
1509,apple,0
1510,apple,0
1511,apple,0
1512,apple,0
1513,apple,0
1514,apple,0
1515,apple,0
1516,apple,0
1517,apple,0
1518,apple,0
1519,apple,0
1520,apple,0
1521,apple,0
1522,apple,0
